Регион;Округ;Год;Направления реализации государственной молодeжной политики;№ строки; Бюджет СРФ, руб ; Бюджет МО, руб ; Кол-во грантов ; Бюджет грантов, руб ; Численность молодeжи, задействованной в программных мероприятиях по направлению ; Количество детских и молодeжных общественных объединений, работающих по данному  ;;;
Владимирская область;ЦФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; 60 000 ; -   ; -   ; 2 504 ; 5 ;;;
Владимирская область;ЦФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 1 260 300 ; 415 826 ; 3 ; 192 000 ; 2 805 ; 48 ;;;
Владимирская область;ЦФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 139 000 ; 18 134 441 ; 12 ; 305 000 ; 95 392 ; 360 ;;;
Владимирская область;ЦФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; -   ; 1 241 043 ; -   ; -   ; 27 791 ; 38 ;;;
Владимирская область;ЦФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 2 200 000 ; 490 000 ; 6 ; 420 000 ; 17 994 ;;;;
Владимирская область;ЦФО;2021;Формирование у молодeжи семейных ценностей;16; -   ; 233 574 ; -   ; -   ; 45 422 ; 84 ;;;
Владимирская область;ЦФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 1 235 800 ; 1 144 475 ; 3 ; 140 000 ; 58 660 ; 327 ;;;
Владимирская область;ЦФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; 426 022 ; 1 ; 15 000 ; 7 900 ; 78 ;;;
Владимирская область;ЦФО;2021;      поисковых отрядов и объединений;19; 500 000 ; 112 325 ; 1 ; 110 000 ; 541 ; 26 ;;;
Владимирская область;ЦФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ; 49 000 ; -   ; -   ; 2 812 ; 63 ;;;
Владимирская область;ЦФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ; 131 ; 7 ;;;
Владимирская область;ЦФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; -   ; 127 900 ; 1 ; 15 000 ; 9 658 ; 97 ;;;
Владимирская область;ЦФО;2021;      другие;23; 735 800 ; 429 228 ; -   ; -   ; 37 618 ; 56 ;;;
Владимирская область;ЦФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 250 000 ; 319 040 ; 7 ; 136 000 ; 25 736 ; 54 ;;;
Владимирская область;ЦФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 4 500 000 ; 1 226 747 ; 8 ; 350 000 ; 78 519 ; 342 ;;;
Владимирская область;ЦФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 1 464 000 ; 867 616 ; 6 ; 342 140 ; 30 433 ; 235 ;;;
Владимирская область;ЦФО;2021;Развитие молодeжного самоуправления;27; -   ; 41 000 ; -   ; -   ; 3 553 ;;;;
Волгоградская область;ЮФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 538 096 ; 4 788 121 ; 1 ; 165 270 ; 4 937 ; 32 ;;;
Волгоградская область;ЮФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; 70 ; 1 ;;;
Волгоградская область;ЮФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; -   ; -   ;;;
Волгоградская область;ЮФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   ;;;
Волгоградская область;ЮФО;2021;      сельское хозяйство;5; -   ; -   ; -   ; -   ; 313 ; -   ;;;
Волгоградская область;ЮФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; 165 270 ; 1 924 607 ; 1 ; 165 270 ; 3 342 ; 16 ;;;
Волгоградская область;ЮФО;2021;      другое;7; 372 826 ; 2 863 514 ; -   ; -   ; 1 212 ; 15 ;;;
Волгоградская область;ЮФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 725 826 ; 5 605 047 ; 1 ; 353 000 ; 5 979 ; 18 ;;;
Волгоградская область;ЮФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 2 308 300 ; 2 029 078 ; -   ; -   ; 11 142 ; 23 ;;;
Волгоградская область;ЮФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; -   ; -   ; -   ; -   ; 140 ;;;;
Волгоградская область;ЮФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; 488 987 ; 161 099 ; -   ; -   ; 389 ; -   ;;;
Волгоградская область;ЮФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 712 700 ; 8 622 881 ; -   ; -   ; 41 549 ; 52 ;;;
Волгоградская область;ЮФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 2 849 513 ; 86 633 360 ; 1 ; 224 160 ; 254 468 ; 58 ;;;
Волгоградская область;ЮФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 560 892 ; 1 573 960 ; 1 ; 188 066 ; 20 604 ; 21 ;;;
Волгоградская область;ЮФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 524 326 ; 2 537 498 ; -   ; -   ; 39 498 ;;;;
Волгоградская область;ЮФО;2021;Формирование у молодeжи семейных ценностей;16; 350 047 ; 2 312 996 ; -   ; -   ; 86 605 ; 20 ;;;
Волгоградская область;ЮФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 26 367 100 ; 22 308 875 ; 2 ; 335 665 ; 407 844 ; 194 ;81642;;
Волгоградская область;ЮФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; 9 507 813 ; -   ; -   ; 64 462 ; 38 ;;;
Волгоградская область;ЮФО;2021;      поисковых отрядов и объединений;19; 384 494 ; -   ; 1 ; 140 000 ; 5 480 ; 5 ;;;
Волгоградская область;ЮФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 389 727 ; 1 118 669 ; -   ; -   ; 5 735 ; 59 ;;;
Волгоградская область;ЮФО;2021;      молодeжных казачьих объединений;21; -   ; 24 000 ; -   ; -   ; 1 272 ; 18 ;;;
Волгоградская область;ЮФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 684 652 ; 1 270 972 ; 1 ; 195 665 ; 43 499 ; 54 ;;;
Волгоградская область;ЮФО;2021;      другие;23; 24 908 227 ; 10 387 421 ; -   ; -   ; 287 396 ; 20 ;;;
Волгоградская область;ЮФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 977 974 ; 2 893 075 ; -   ; -   ; 56 932 ; 28 ;;;
Волгоградская область;ЮФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 8 700 911 ; 19 445 391 ; 4 ; 1 023 066 ; 90 685 ; 155 ;;;
Волгоградская область;ЮФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 2 002 535 ; 59 179 490 ; 1 ; 577 135 ; 258 682 ; 101 ;;;
